"","lrscale","trstep","trstun","stfdem","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","atcherp","rlgdgr","ipeqopt","ipudrst","ipstrgv","impenv","imptrad","gndr","prtclcgb","agea"
"1224",3,1,3,4,3,3,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,62
"1225",5,3,3,3,5,3,4,3,4,5,2,2,2,2,3,4,2,1,2,2,1,2,1,2,NA,26
"1226",NA,1,4,3,3,2,1,5,2,1,3,3,4,3,3,3,1,2,1,1,1,2,1,2,NA,43
"1227",3,2,3,3,3,2,2,4,3,4,2,2,2,4,4,3,2,4,1,2,2,2,2,2,2,35
"1228",3,1,3,1,2,2,2,4,5,1,3,3,4,1,2,1,2,4,2,1,2,1,2,2,NA,75
"1229",1,3,3,3,2,1,1,5,1,4,1,1,1,5,5,5,4,2,1,1,2,1,3,2,NA,47
"1230",3,3,4,3,2,1,2,5,2,3,2,3,3,3,2,3,2,2,1,1,1,1,3,1,NA,38
"1231",5,4,4,4,2,2,4,4,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,2,NA,17
"1232",3,3,3,3,3,2,2,4,3,2,2,3,3,3,2,3,4,1,1,2,1,2,1,2,2,37
"1233",3,1,3,2,4,1,2,4,4,1,2,2,2,3,3,3,3,3,2,1,1,2,1,1,1,72
"1234",3,1,2,2,3,2,2,4,2,1,2,4,4,3,2,2,2,1,2,2,1,1,1,1,2,76
"1235",3,2,2,2,3,2,1,5,1,4,1,1,1,4,2,3,2,2,2,2,1,2,1,2,NA,34
"1236",NA,4,3,3,5,3,2,3,3,3,3,2,3,3,3,3,4,1,1,2,1,2,2,1,NA,17
"1237",3,3,3,3,2,2,3,4,4,3,3,3,3,1,2,2,2,3,2,1,1,1,1,2,1,68
"1238",2,1,1,1,2,1,1,4,3,1,3,3,3,3,3,3,1,3,2,2,1,1,1,1,NA,66
"1239",3,2,3,3,2,4,2,5,4,3,1,2,2,5,5,4,4,3,2,1,3,2,2,1,NA,38
"1240",NA,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,1,2,1,1,1,2,1,64
"1241",3,2,3,2,3,1,1,5,1,3,NA,NA,2,5,5,4,5,1,1,1,1,2,2,2,2,52
"1242",3,4,4,4,3,2,2,5,2,4,2,2,2,4,4,3,4,1,2,2,1,1,3,2,NA,30
"1243",1,NA,NA,3,4,2,2,2,2,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,90
"1244",3,3,3,3,4,4,1,5,3,3,1,1,1,3,5,4,4,4,1,1,1,2,1,2,2,30
"1245",NA,1,4,2,3,2,2,4,4,1,2,2,2,4,4,4,3,2,1,1,3,1,1,1,NA,76
"1246",NA,3,NA,NA,3,3,1,5,1,NA,2,2,2,3,4,3,2,1,1,2,NA,1,3,2,NA,17
"1247",4,2,3,3,3,2,2,5,2,1,2,2,3,3,2,2,2,3,2,1,1,1,2,2,NA,69
"1248",3,3,3,4,4,3,1,5,1,NA,1,2,2,4,4,3,4,2,1,1,2,1,2,1,NA,57
"1249",3,3,4,3,4,3,1,5,2,5,1,1,1,5,4,3,4,3,1,1,1,1,1,2,NA,55
"1250",NA,2,2,2,3,2,2,4,2,5,2,2,2,4,4,4,3,3,2,1,1,1,1,2,NA,55
"1251",NA,1,2,1,2,2,2,4,3,1,2,2,3,3,3,3,2,4,1,1,1,1,1,2,NA,75
"1252",4,1,3,3,3,2,2,4,2,2,3,3,3,3,3,3,2,1,1,2,1,2,2,1,NA,55
"1253",1,3,3,3,4,2,3,2,3,1,2,2,2,3,3,4,4,3,1,1,1,1,1,1,NA,31
"1254",NA,5,3,3,2,2,2,4,2,3,3,3,4,3,2,1,1,1,1,2,1,1,1,2,NA,23
"1255",NA,3,3,2,2,3,1,4,1,1,3,3,4,1,3,2,2,1,1,2,2,2,2,2,NA,48
"1256",3,3,2,3,3,2,2,5,2,2,1,1,2,3,4,3,1,1,1,1,2,2,2,2,4,43
"1257",3,3,5,3,3,2,1,5,1,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,NA,46
"1258",3,2,2,3,3,2,2,4,2,3,3,3,3,2,3,3,3,1,1,1,1,1,3,2,NA,46
"1259",3,1,3,3,5,2,2,4,5,1,3,3,4,3,3,3,1,1,3,1,1,1,3,1,NA,76
"1260",3,4,5,3,4,2,2,4,2,3,1,1,2,4,5,4,3,4,1,1,2,1,1,2,4,74
"1261",3,3,4,4,3,3,1,5,2,3,2,2,2,4,3,3,3,1,2,1,2,1,3,1,NA,31
"1262",3,1,4,5,4,3,1,5,1,2,1,1,2,4,3,4,2,1,2,1,1,1,3,1,NA,34
"1263",4,3,3,3,3,2,2,5,2,4,2,2,3,3,3,3,4,3,1,1,1,1,1,2,NA,37
"1264",3,2,2,1,3,5,1,5,1,3,3,3,4,3,3,2,3,2,2,2,2,2,2,1,NA,31
"1265",1,5,4,3,4,1,1,5,1,5,1,1,1,5,5,5,5,2,1,1,3,1,3,2,6,46
"1266",3,NA,4,3,3,2,2,2,4,4,3,3,3,4,3,2,3,4,1,1,2,1,1,2,3,90
"1267",3,3,3,NA,5,3,3,3,4,1,3,4,4,1,1,1,1,3,3,1,1,1,1,2,1,48
"1268",2,3,4,3,3,2,1,5,1,3,2,2,2,4,4,4,3,2,1,1,1,1,2,2,2,60
"1269",NA,3,3,3,3,3,1,5,1,3,2,2,2,NA,NA,NA,3,1,2,2,3,2,3,2,NA,27
"1270",1,3,3,3,4,2,2,4,4,1,4,4,4,1,2,2,1,2,1,2,1,3,2,1,2,90
"1271",4,5,5,4,5,2,2,5,2,3,2,2,3,2,4,4,1,4,1,1,1,1,3,1,NA,17
"1272",4,3,4,4,4,2,2,3,2,3,3,2,3,4,5,3,3,3,2,2,2,2,2,2,NA,39
"1273",NA,4,4,3,3,2,2,4,3,2,4,4,4,1,1,1,3,2,2,2,1,1,1,2,NA,77
"1274",3,1,2,2,3,2,2,3,4,2,3,3,3,1,1,1,2,3,3,3,3,1,1,1,2,65
"1275",5,1,1,2,2,3,2,5,3,1,1,1,1,4,3,3,1,1,1,1,1,1,1,2,NA,52
"1276",3,2,2,4,4,2,2,3,2,3,3,3,3,2,3,2,4,3,1,3,2,1,2,2,1,66
"1277",3,2,4,3,3,3,1,5,1,1,2,2,2,4,4,4,3,2,1,1,1,1,2,1,2,31
"1278",4,3,4,3,3,4,1,5,1,NA,3,3,3,2,1,1,5,1,2,1,2,2,1,2,1,22
"1279",4,3,4,4,3,1,1,5,2,3,2,3,3,4,4,4,4,3,1,1,1,2,3,1,2,70
"1280",3,2,NA,3,3,1,1,3,3,4,2,2,2,4,4,3,2,5,1,1,1,1,1,1,2,34
"1281",3,3,3,3,4,3,1,5,2,3,2,2,2,3,3,3,3,2,3,2,1,1,1,2,NA,33
"1282",2,1,NA,3,2,2,2,5,2,3,2,2,2,3,5,4,1,1,1,1,2,1,2,2,NA,56
"1283",4,3,3,NA,1,4,3,3,4,3,3,3,4,3,3,3,4,1,2,2,1,1,2,1,NA,77
"1284",3,3,4,3,4,2,1,5,2,4,2,2,2,4,5,5,4,3,1,1,2,1,1,2,NA,63
"1285",4,2,4,3,4,4,2,4,3,2,2,3,3,3,2,2,3,3,2,1,1,1,1,1,1,72
"1286",3,1,3,3,4,1,2,4,2,2,2,2,2,3,4,4,4,3,1,2,2,1,1,1,1,85
"1287",4,1,2,4,4,3,2,4,3,1,2,2,2,4,3,3,1,2,1,1,1,1,1,1,1,65
"1288",4,3,4,3,3,4,1,5,5,3,2,2,2,4,4,4,4,5,2,1,2,1,1,1,1,85
"1289",NA,3,3,4,3,3,1,5,3,3,2,2,2,3,3,3,3,2,2,2,1,1,3,1,1,58
"1290",3,3,4,3,4,3,1,5,2,3,2,2,2,4,4,3,3,5,1,1,1,1,1,1,2,76
"1291",4,2,4,4,5,4,3,4,4,2,3,4,4,4,2,2,3,3,1,2,1,1,1,1,1,75
"1292",4,4,5,4,3,5,1,5,2,3,2,2,2,4,4,3,2,4,1,1,2,1,1,2,1,37
"1293",3,2,2,3,3,2,1,5,2,2,2,2,2,3,2,3,3,3,2,2,1,2,2,2,NA,63
"1294",3,1,1,1,3,2,2,5,2,1,2,3,3,1,1,3,3,3,1,1,1,1,1,2,NA,53
"1295",3,3,4,2,4,1,1,5,1,3,2,2,2,5,4,5,4,1,1,1,2,1,2,1,2,69
"1296",3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,3,2,4,1,1,2,1,1,2,2,40
"1297",3,3,4,4,3,3,2,4,2,3,2,2,2,4,3,3,3,1,1,1,2,2,3,1,NA,21
"1298",4,2,2,3,3,2,1,5,2,4,1,2,2,5,4,5,4,4,2,2,1,1,1,1,3,59
"1299",2,3,4,3,3,1,1,5,1,3,1,1,1,4,5,4,4,1,1,1,2,1,3,2,2,34
"1300",3,3,3,4,3,2,1,5,1,3,2,2,2,4,4,4,5,2,1,3,2,1,2,2,3,54
"1301",NA,1,1,1,3,2,1,5,1,NA,3,3,3,3,3,NA,1,1,1,2,2,3,3,1,NA,41
"1302",2,1,4,3,5,2,2,4,2,1,3,3,3,3,2,3,3,2,1,1,1,1,2,1,NA,39
"1303",3,1,3,4,3,5,1,5,1,3,2,2,2,4,4,4,1,1,1,1,1,1,3,1,1,26
"1304",NA,NA,NA,NA,2,2,2,4,3,3,2,3,1,4,5,4,2,4,1,1,1,1,1,2,NA,63
"1305",4,1,3,5,3,5,5,1,5,1,2,2,2,3,2,2,1,4,1,3,1,2,1,1,1,75
"1306",3,3,3,3,5,1,2,4,3,3,2,2,3,1,3,2,2,3,1,1,1,1,2,1,NA,21
"1307",NA,NA,NA,NA,4,2,1,5,2,NA,2,2,2,2,NA,NA,NA,1,2,2,1,3,1,2,NA,33
"1308",3,1,3,1,3,2,1,5,2,1,3,3,3,1,2,1,1,1,1,1,1,1,2,2,7,53
"1309",4,1,1,2,2,1,2,4,2,3,4,3,4,3,2,3,1,3,2,2,1,1,1,2,7,35
"1310",2,4,4,3,3,1,1,5,2,3,2,2,2,5,5,5,4,2,1,1,1,1,2,2,2,70
"1311",3,1,3,3,2,2,2,4,4,1,2,2,2,4,4,3,2,4,1,1,1,1,1,1,1,72
"1312",3,3,3,4,3,2,2,4,4,3,2,2,2,4,4,3,5,3,1,1,3,1,1,2,3,85
"1313",2,2,4,4,5,1,1,5,1,5,1,1,1,5,5,5,4,5,1,1,3,1,2,1,2,48
"1314",NA,3,3,2,4,2,1,1,1,2,4,4,4,1,1,1,1,1,1,3,1,2,2,2,NA,39
"1315",4,1,4,4,3,4,2,4,2,2,3,2,4,2,2,3,1,3,1,1,1,1,2,1,1,78
"1316",NA,1,1,1,4,2,1,5,1,5,1,1,1,5,5,5,1,1,1,1,2,1,2,2,NA,40
"1317",4,4,4,4,3,2,1,5,1,4,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,21
"1318",1,1,2,2,5,1,1,5,1,2,1,2,2,4,3,3,2,1,1,1,1,1,1,1,2,72
"1319",3,1,2,2,3,2,3,4,3,3,3,3,3,3,2,2,1,3,1,2,1,2,1,2,NA,68
"1320",3,1,5,5,4,2,1,5,1,1,NA,NA,NA,5,5,5,4,3,1,1,3,1,3,2,1,73
"1321",3,1,2,3,3,4,2,3,5,4,2,2,2,4,4,3,3,3,3,1,3,1,1,2,NA,39
"1322",3,3,4,3,3,2,1,5,1,3,2,2,2,4,5,5,3,1,1,1,2,1,3,1,NA,40
"1323",3,4,5,4,2,4,1,5,1,3,2,2,2,5,5,5,3,1,1,1,3,1,1,2,3,70
"1324",4,3,3,5,4,3,2,5,2,3,2,2,2,3,4,4,3,1,2,1,2,2,2,1,1,49
"1325",NA,2,2,3,4,2,3,4,4,1,2,2,2,3,1,3,1,1,1,3,1,2,2,1,NA,NA
"1326",3,2,2,3,2,3,1,5,3,3,1,1,1,5,4,5,2,3,1,1,2,1,3,1,2,30
"1327",4,3,3,4,3,2,1,4,2,3,2,2,NA,4,4,4,4,3,1,1,1,1,1,2,1,80
"1328",4,4,4,4,3,1,1,5,1,1,3,3,3,3,5,5,3,3,1,2,1,1,1,2,NA,38
"1329",3,3,4,4,3,2,1,5,1,4,1,1,1,4,4,5,3,1,1,1,2,2,2,2,NA,71
"1330",3,2,3,3,3,2,3,5,3,3,2,2,3,3,3,3,3,3,1,1,1,1,1,2,NA,71
"1331",3,4,5,3,2,2,1,5,1,4,1,1,2,5,5,4,2,3,1,2,2,1,2,2,NA,35
"1332",NA,2,3,4,4,2,2,4,4,3,2,3,3,3,2,3,3,2,1,1,1,1,2,2,NA,50
"1333",3,1,3,3,2,2,1,5,2,1,2,2,2,3,5,3,1,3,2,2,2,2,1,1,NA,30
"1334",1,1,3,3,4,2,1,5,1,2,3,3,3,2,3,2,2,3,1,3,1,3,3,1,NA,54
"1335",2,3,3,2,2,1,1,5,1,3,1,1,1,4,4,4,5,3,1,1,1,1,3,2,2,30
"1336",3,NA,NA,2,3,2,2,5,2,3,2,2,2,3,3,3,3,4,1,1,2,1,2,2,NA,49
"1337",2,2,4,1,1,1,1,5,2,4,1,1,1,5,3,4,3,1,1,1,1,1,3,2,6,46
"1338",NA,3,3,4,3,2,4,2,4,5,1,1,1,5,5,5,3,5,1,1,1,1,1,1,NA,18
"1339",2,4,4,5,2,3,1,5,1,5,2,2,2,4,4,4,4,4,1,1,2,1,2,2,NA,48
"1340",3,1,1,1,1,3,5,1,5,1,2,2,2,1,2,2,1,2,1,1,2,1,3,2,2,50
"1341",3,3,3,3,4,2,4,2,5,5,2,2,2,4,4,4,3,5,1,1,1,1,1,1,2,63
"1342",3,4,4,3,4,2,1,5,1,3,1,2,2,4,4,4,4,1,1,1,2,1,3,2,7,37
"1343",3,4,4,4,3,2,2,4,4,3,2,2,2,4,4,4,4,5,1,1,2,2,2,1,1,40
"1344",3,3,3,4,4,1,2,4,3,3,1,1,1,3,5,3,3,4,1,1,2,1,1,2,NA,88
"1345",1,1,1,3,3,2,2,5,1,3,3,3,3,3,3,3,1,2,1,2,1,2,2,2,NA,56
"1346",2,4,4,1,3,1,1,5,1,4,2,2,2,5,5,5,4,2,1,1,2,1,3,2,2,40
"1347",NA,4,4,NA,4,2,1,5,2,3,2,2,2,3,4,3,4,2,1,1,1,1,1,2,NA,29
"1348",2,2,3,1,4,1,1,5,2,3,2,2,2,3,3,3,3,1,2,3,3,2,3,1,NA,48
"1349",4,1,3,3,4,2,1,5,2,1,2,2,2,3,3,3,2,1,1,1,1,1,3,1,1,51
"1350",NA,3,3,3,4,3,1,5,1,NA,2,2,2,4,2,3,2,2,2,1,1,1,1,1,NA,20
"1351",3,2,1,1,2,2,2,4,2,1,4,3,2,3,5,3,1,1,1,1,1,1,3,1,2,19
"1352",3,3,3,3,2,1,1,5,1,3,3,3,3,2,2,2,2,4,1,1,1,1,2,2,NA,61
"1353",3,2,3,2,3,4,1,5,1,3,2,2,2,3,3,3,1,1,1,1,1,1,3,1,NA,24
"1354",1,NA,NA,1,2,1,1,5,2,NA,1,3,3,3,1,2,2,2,1,1,1,1,1,2,2,33
"1355",3,2,2,2,4,2,2,4,2,1,2,4,4,2,1,2,3,2,3,1,1,1,1,2,NA,67
"1356",NA,NA,1,3,1,2,1,5,1,3,2,2,2,3,3,3,3,2,1,1,3,1,2,2,NA,33
"1357",2,4,5,4,4,2,2,2,2,3,1,1,2,4,5,5,4,2,1,1,2,1,2,1,2,84
"1358",3,1,3,3,4,1,1,5,2,NA,2,2,2,3,NA,3,2,2,1,1,3,1,2,2,NA,71
"1359",3,5,5,4,4,3,1,5,2,4,1,NA,NA,5,5,4,3,5,1,1,2,1,2,2,3,80
"1360",3,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,1,2,2,2,1,1,2,2,NA,38
"1361",4,3,3,3,4,5,5,5,3,2,3,3,3,3,2,3,3,2,1,1,1,2,1,1,1,57
"1362",3,4,4,3,4,2,2,5,2,3,2,2,3,4,4,4,4,3,1,2,1,1,2,2,NA,66
"1363",3,4,4,2,2,2,2,4,2,4,1,1,2,5,5,2,3,3,1,1,1,1,1,2,NA,28
"1364",3,3,3,4,3,2,2,4,2,3,3,2,2,4,4,4,4,3,2,1,2,2,1,2,NA,64
"1365",3,1,2,2,2,2,2,5,1,3,4,4,4,1,1,1,1,1,2,2,2,1,1,2,NA,36
"1366",3,4,4,3,3,2,2,3,NA,2,2,2,2,5,5,3,5,4,1,1,1,1,1,2,2,79
"1367",3,3,3,4,3,3,1,5,1,3,2,2,2,4,4,4,3,3,2,2,1,1,2,2,1,59
"1368",2,3,3,1,3,2,1,5,1,5,1,1,1,5,5,5,2,2,1,1,2,1,3,1,NA,51
"1369",3,1,2,3,3,1,2,4,3,3,2,2,2,3,3,NA,2,3,2,2,1,1,3,2,7,62
"1370",NA,NA,NA,NA,5,1,1,4,1,3,2,2,2,5,3,3,3,1,1,1,1,1,3,1,1,73
"1371",2,3,2,1,2,1,1,5,1,4,2,2,2,5,5,5,3,1,1,2,3,1,3,2,6,44
"1372",3,1,1,1,3,2,1,5,1,3,1,1,1,3,3,3,4,3,1,1,1,1,1,2,1,36
"1373",NA,3,4,4,4,2,2,5,2,NA,2,2,3,4,NA,NA,5,5,1,2,1,1,2,2,NA,78
"1374",2,3,4,3,3,1,1,5,1,2,1,1,1,5,5,5,3,3,1,1,1,1,2,2,3,69
"1375",2,3,3,3,3,2,2,5,1,5,1,1,1,5,5,4,4,4,1,2,1,1,2,1,8,45
"1376",3,2,4,4,4,4,2,4,4,1,3,3,3,4,4,3,NA,3,1,1,3,1,2,1,1,72
"1377",2,3,3,3,3,2,1,5,1,4,2,2,2,4,5,4,5,1,1,1,2,1,2,1,NA,49
"1378",4,3,3,3,2,3,1,5,3,3,2,2,2,3,3,3,4,2,1,1,1,1,3,2,2,33
"1379",1,4,3,2,3,1,1,5,1,3,1,1,1,4,5,4,5,3,1,1,1,1,2,1,2,24
"1380",2,2,3,2,3,2,1,5,1,3,1,1,2,4,5,3,4,3,1,1,2,1,3,1,2,22
"1381",4,3,4,4,4,3,2,4,4,3,2,2,2,4,4,4,2,1,2,2,2,2,2,1,1,46
"1382",NA,2,2,2,4,2,1,5,1,3,2,2,2,3,2,3,3,1,1,2,1,1,3,2,NA,26
"1383",3,3,3,3,2,2,2,5,3,3,2,2,2,3,3,3,2,2,1,1,2,1,2,1,NA,58
"1384",NA,2,4,3,4,2,2,2,2,3,2,2,2,5,4,4,2,5,1,1,1,2,1,2,2,68
"1385",3,1,3,3,4,2,1,5,2,3,4,4,3,3,1,3,3,3,1,2,1,1,2,2,1,80
"1386",3,3,4,2,4,3,2,4,2,3,2,2,1,4,5,4,4,4,2,1,3,2,1,2,NA,55
"1387",3,3,4,4,3,1,2,4,4,3,2,2,3,3,3,3,3,3,1,1,1,1,1,1,2,71
"1388",4,1,2,3,3,2,2,4,2,3,1,2,2,4,4,4,3,3,1,2,3,1,2,2,NA,71
"1389",2,2,3,3,3,2,1,5,2,4,2,2,2,3,4,4,3,2,1,1,1,1,2,2,2,35
"1390",2,2,2,1,3,2,1,5,1,3,1,1,3,5,5,5,4,1,1,1,3,2,3,1,NA,64
"1391",3,NA,2,2,4,2,1,5,2,3,3,3,2,2,3,4,3,2,1,1,2,2,1,2,NA,76
"1392",1,3,4,2,4,2,1,5,1,5,1,1,1,5,5,5,5,1,1,1,1,1,3,2,2,42
"1393",NA,NA,NA,NA,4,2,1,5,1,NA,4,2,2,1,2,1,5,1,1,1,1,1,1,2,NA,22
"1394",2,2,3,3,2,1,1,5,1,3,2,2,2,2,NA,3,3,1,3,1,2,2,2,2,NA,35
"1395",3,1,3,5,5,2,2,5,2,2,1,1,1,3,4,3,1,1,1,3,2,1,3,1,NA,60
"1396",3,3,5,4,3,1,1,5,1,1,1,1,2,2,5,5,2,3,1,1,2,1,2,2,NA,37
"1397",3,1,1,3,2,5,2,5,2,2,3,3,3,2,2,2,2,1,3,1,1,1,1,1,NA,57
"1398",3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,1,2,1,1,2,1,NA,89
"1399",3,2,2,4,4,2,2,4,3,5,2,2,2,3,4,5,3,1,1,1,1,2,1,1,NA,85
"1400",3,2,3,4,4,3,1,4,1,3,2,2,2,4,3,4,3,1,1,1,1,1,3,2,NA,30
"1401",2,4,4,4,2,2,2,4,4,3,1,3,3,3,3,3,3,3,1,1,1,1,1,2,NA,37
"1402",3,2,2,3,2,2,1,4,2,3,2,2,2,3,2,3,4,2,2,2,1,2,2,2,4,51
"1403",3,3,3,3,4,2,1,5,1,4,1,1,1,5,4,5,3,2,1,2,1,1,2,2,2,40
"1404",2,3,5,4,4,3,2,NA,2,5,2,2,2,5,4,4,4,3,NA,NA,NA,NA,NA,1,2,38
"1405",1,3,2,2,4,1,1,5,1,3,2,2,2,5,5,5,5,3,1,1,3,1,2,2,2,44
"1406",3,3,4,4,5,2,2,5,1,4,2,2,2,4,3,4,3,2,1,1,1,2,1,1,NA,36
"1407",NA,1,1,3,1,2,1,5,1,NA,2,2,2,5,5,4,1,2,1,1,3,1,1,2,NA,43
"1408",4,3,5,4,4,4,1,5,3,2,3,3,3,3,3,3,3,1,2,2,1,1,3,2,1,39
"1409",3,3,4,3,3,4,1,5,2,2,1,1,1,4,4,4,3,5,1,1,3,1,1,1,3,55
"1410",3,2,3,5,4,4,1,5,1,2,2,2,2,4,4,4,2,1,1,1,3,1,3,2,NA,36
"1411",2,4,4,4,3,2,2,4,2,4,2,2,2,4,5,4,4,4,1,1,1,1,1,2,2,32
"1412",3,2,4,3,3,4,1,5,1,3,1,1,2,4,5,4,3,5,1,1,1,1,1,2,1,85
"1413",2,4,4,4,3,2,1,4,1,3,2,2,2,4,4,4,5,2,1,2,1,2,2,2,3,NA
"1414",3,3,3,3,3,2,1,4,3,1,NA,2,2,3,3,3,3,4,1,1,2,1,1,2,6,56
"1415",2,3,4,3,4,4,1,5,1,5,1,1,2,4,5,5,2,2,1,1,2,1,3,2,NA,32
"1416",3,1,3,2,4,4,4,2,4,1,2,3,4,2,1,1,2,1,NA,3,3,2,3,1,8,61
"1417",4,1,2,2,2,4,3,4,4,1,3,2,4,3,2,1,2,1,2,2,1,1,1,1,1,59
"1418",3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,3,3,1,1,2,1,2,2,1,NA,53
"1419",3,1,3,3,4,3,2,3,5,1,3,3,4,3,3,3,1,3,1,1,1,1,2,1,1,77
"1420",3,3,3,3,2,1,1,5,1,3,2,2,2,3,3,3,1,1,1,1,1,1,1,2,3,55
"1421",2,4,4,3,3,1,1,5,1,5,1,2,2,5,4,4,5,1,1,2,2,1,3,1,2,58
"1422",3,3,3,3,3,2,1,5,2,3,2,2,2,4,3,3,3,1,2,2,1,1,1,1,2,48
"1423",NA,1,3,5,5,2,4,2,2,3,3,2,2,4,5,4,3,5,2,2,2,2,2,1,NA,23
"1424",3,4,5,4,4,4,2,5,1,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,NA,41
"1425",4,3,3,4,4,3,3,3,5,3,2,2,2,3,2,3,3,3,1,2,2,2,1,2,1,74
"1426",2,3,4,2,4,1,1,5,1,3,1,1,1,5,5,5,2,1,1,1,1,1,3,1,NA,24
"1427",3,1,4,2,2,1,1,5,3,1,2,3,4,1,1,1,1,3,1,1,1,1,1,2,7,67
"1428",NA,NA,NA,4,4,1,2,5,2,NA,1,1,1,5,5,5,1,2,1,1,1,2,1,1,NA,18
"1429",4,3,3,4,4,3,1,3,2,4,2,2,4,3,3,3,3,4,1,1,1,1,1,2,NA,84
"1430",3,3,3,3,4,2,1,5,1,4,1,1,1,3,4,4,4,3,2,1,1,2,3,2,12,56
"1431",3,NA,3,NA,4,2,2,5,2,3,2,2,2,4,4,4,3,2,1,1,1,1,1,2,3,51
"1432",4,2,5,5,3,4,2,5,5,2,2,2,3,4,3,3,3,3,1,1,1,1,1,2,1,56
"1433",4,4,4,4,4,3,2,4,2,4,2,2,2,4,5,4,4,3,1,2,1,1,2,2,2,33
"1434",3,NA,3,4,5,3,2,5,2,3,2,2,2,3,4,4,4,1,2,2,2,1,3,2,6,56
"1435",2,3,4,4,3,2,1,5,1,2,1,1,1,4,3,4,4,1,1,1,1,1,3,1,2,49
"1436",NA,2,NA,3,3,2,2,5,2,3,2,2,3,3,3,3,3,1,1,1,2,1,1,2,1,65
"1437",2,5,5,4,4,1,1,5,2,5,1,1,1,5,5,5,5,4,1,1,2,1,2,2,2,54
"1438",3,5,5,5,3,1,1,5,1,4,1,1,1,5,5,5,3,4,1,1,1,1,3,2,2,33
"1439",1,1,1,1,4,2,1,5,2,2,2,3,4,3,2,2,3,3,1,3,1,2,2,2,NA,67
"1440",3,3,3,2,4,2,1,5,1,4,1,1,1,4,4,4,3,1,1,1,2,1,3,2,8,38
"1441",NA,1,4,3,4,3,4,5,5,3,2,2,2,2,3,3,4,1,1,1,1,1,3,2,1,56
"1442",3,1,3,4,1,4,1,5,2,2,2,2,2,3,2,3,2,1,2,1,2,1,3,1,NA,59
"1443",1,4,5,4,4,2,1,5,1,4,1,1,1,4,4,4,4,3,1,1,1,1,3,2,2,45
"1444",2,2,4,3,4,1,2,5,2,2,2,3,3,3,3,2,2,4,1,1,1,1,1,2,2,71
"1445",3,3,3,3,1,1,1,5,1,5,1,1,1,5,5,5,4,1,1,1,1,1,1,2,3,37
"1446",3,3,3,5,3,3,1,5,1,5,1,1,1,5,3,3,4,3,1,2,2,1,3,2,NA,25
"1447",1,1,1,1,2,1,1,5,1,1,2,2,3,2,3,2,1,2,2,2,3,2,3,2,3,61
"1448",NA,1,3,3,3,4,3,4,4,1,3,3,3,3,3,3,2,1,1,1,2,1,1,1,1,54
"1449",2,3,3,2,3,1,2,4,3,3,2,2,2,4,4,3,4,4,1,1,2,1,2,2,1,69
"1450",5,1,1,2,3,1,4,1,5,NA,4,4,3,1,1,1,1,3,1,1,1,1,1,1,7,42
"1451",3,2,NA,2,4,1,1,5,1,NA,2,2,2,3,3,3,1,1,1,1,1,1,1,2,NA,37
"1452",4,3,5,4,4,3,1,5,1,1,2,2,2,3,3,3,2,1,2,2,1,1,2,2,1,47
"1453",3,3,4,3,4,2,1,5,2,3,2,2,2,4,4,4,4,1,1,1,1,1,3,1,3,62
"1454",NA,1,1,1,1,3,5,2,5,1,4,4,4,1,1,1,1,1,2,1,1,1,3,1,7,71
"1455",3,3,3,2,4,2,1,4,4,3,2,2,2,3,3,3,2,3,1,2,2,2,2,1,NA,36
"1456",1,3,3,3,4,1,1,5,1,2,1,1,1,3,5,4,3,2,1,1,2,1,1,1,2,21
"1457",2,1,3,2,4,2,2,4,2,2,3,4,4,3,3,3,2,3,1,1,1,1,1,1,2,64
"1458",4,3,3,4,4,1,2,4,2,2,2,2,2,3,3,3,3,4,1,1,1,1,1,2,1,77
"1459",5,NA,4,NA,5,1,NA,4,3,NA,3,3,3,NA,NA,NA,1,1,2,NA,1,1,2,1,1,82
"1460",3,4,4,4,5,3,2,4,2,3,3,3,3,4,2,5,5,3,1,3,1,1,1,2,2,41
"1461",2,1,3,2,1,2,5,1,5,1,3,4,4,1,2,1,1,2,1,1,1,1,1,1,2,76
"1462",4,1,3,3,5,4,1,2,4,3,2,2,3,4,3,3,1,1,2,1,1,1,1,1,1,78
"1463",NA,2,1,5,4,3,3,3,3,3,1,1,1,4,4,5,1,4,NA,1,1,NA,1,2,NA,33
"1464",1,1,NA,3,3,2,1,5,1,2,2,2,2,2,3,3,4,1,1,1,1,1,1,2,NA,35
"1465",NA,3,3,3,4,3,2,5,1,3,1,3,3,2,2,2,3,1,1,2,1,1,3,2,NA,19
"1466",2,4,4,3,4,3,1,5,2,5,2,2,2,4,4,3,3,1,1,1,2,1,3,1,2,41
